Tstamp,Str,Thr,RrLH,FrLH,Fr,FrRH,RrRH
1761122231.47,   -100.00,     70.00,   1017.00,    760.00,    442.00,    533.00,    521.00
1761122231.54,    -33.00,     70.00,    960.00,    929.00,    554.00,   2000.00,    550.00
1761122231.61,      0.00,     70.00,    922.00,    488.00,    661.00,   1388.00,    493.00
1761122231.68,      0.00,     70.00,    300.00,    354.00,    621.00,   1532.00,    563.00
1761122231.75,      0.00,     70.00,    285.00,    199.00,   1008.00,    603.00,    555.00
1761122231.82,      0.00,     70.00,    348.00,   1976.00,    668.00,    566.00,    543.00
1761122231.89,      0.00,     70.00,    938.00,   1092.00,    259.00,    549.00,    530.00
1761122231.96,      0.00,     70.00,    504.00,   1535.00,   2000.00,    533.00,    514.00
1761122232.04,      0.00,     70.00,    695.00,   2000.00,    889.00,    515.00,    502.00
1761122232.11,      0.00,     70.00,    362.00,   2000.00,    525.00,    498.00,    485.00
1761122232.18,      0.00,     70.00,   1030.00,    827.00,   1668.00,    484.00,    477.00
1761122232.25,      0.00,     70.00,   1049.00,    477.00,    573.00,    463.00,    460.00
1761122232.32,   -100.00,     70.00,    361.00,   1905.00,    552.00,    435.00,    420.00
1761122232.39,      0.00,     70.00,   1049.00,    305.00,   1606.00,    415.00,    400.00
1761122232.46,      0.00,     70.00,   1118.00,    432.00,    939.00,    380.00,    388.00
1761122232.52,      0.00,     70.00,    865.00,    418.00,    591.00,    364.00,    351.00
1761122232.59,      0.00,     70.00,   1195.00,    466.00,    856.00,    341.00,    683.00
1761122232.65,      0.00,     70.00,    219.00,    365.00,    295.00,    317.00,    424.00
1761122232.74,      0.00,     70.00,   1289.00,   1597.00,   1615.00,   1108.00,   2000.00
1761122232.81,      0.00,     70.00,   1366.00,   1504.00,    227.00,   1044.00,    272.00
1761122232.89,      0.00,     70.00,    556.00,   1435.00,   1469.00,   2000.00,    322.00
1761122232.98,   -100.00,     70.00,   2000.00,   1348.00,   1890.00,    623.00,    356.00
1761122233.06,   -100.00,     70.00,   1452.00,   1266.00,   1793.00,    879.00,    409.00
1761122233.15,      0.00,     70.00,   2000.00,   1185.00,   1702.00,    872.00,    467.00
1761122233.22,      0.00,     70.00,    707.00,   1122.00,   1721.00,    763.00,    487.00
1761122233.30,      0.00,     70.00,   1138.00,   1076.00,   1664.00,    703.00,    495.00
1761122233.37,      0.00,     70.00,   1078.00,    334.00,    811.00,    651.00,    497.00
1761122233.45,      0.00,     70.00,   1028.00,   1019.00,   1890.00,    590.00,    501.00
1761122233.52,      0.00,     70.00,    751.00,    656.00,    556.00,    554.00,    500.00
1761122233.60,      0.00,     70.00,    974.00,    967.00,   2010.00,    569.00,    241.00
1761122233.68,      0.00,     70.00,    943.00,    949.00,    874.00,   2000.00,    523.00
1761122233.77,    -21.00,     70.00,    992.00,    936.00,   1640.00,   2000.00,    510.00
1761122233.85,   -100.00,     70.00,    902.00,    931.00,   1468.00,    912.00,    374.00
1761122233.94,      0.00,     70.00,    900.00,    906.00,   2000.00,   2000.00,    551.00
1761122234.03,      0.00,     70.00,    874.00,    909.00,   1995.00,   2000.00,    563.00
1761122234.12,      0.00,     70.00,    865.00,   1221.00,   2000.00,   2000.00,    569.00
1761122234.19,      0.00,     70.00,    875.00,   1293.00,    988.00,    604.00,    567.00
1761122234.27,      0.00,     70.00,    912.00,   1283.00,   2000.00,    596.00,    571.00
1761122234.35,      0.00,      0.00,    891.00,   1261.00,   2000.00,    562.00,    351.00
1761122234.42,      0.00,      0.00,    509.00,    284.00,   2000.00,    539.00,    513.00
1761122234.51,      0.00,     40.00,    923.00,   1619.00,   2000.00,    505.00,    497.00
1761122234.57,      0.00,     40.00,    361.00,    368.00,    625.00,    486.00,    480.00
1761122234.65,      0.00,     40.00,    966.00,   1663.00,   1881.00,    493.00,    485.00
1761122234.72,      0.00,     40.00,    892.00,    701.00,    277.00,    457.00,    424.00
1761122234.80,      0.00,     40.00,   1019.00,   2000.00,   1703.00,    399.00,    398.00
1761122234.88,      0.00,     40.00,   1045.00,   2000.00,    964.00,    371.00,    402.00
1761122234.96,      0.00,     40.00,   1078.00,   2000.00,   1514.00,    341.00,    362.00
1761122235.04,    100.00,     40.00,   1113.00,   2000.00,   1428.00,    304.00,    631.00
1761122235.11,      0.00,     40.00,   1119.00,    347.00,   1346.00,    267.00,    584.00
1761122235.18,      0.00,     40.00,    762.00,    595.00,   1238.00,    246.00,    544.00
1761122235.25,      0.00,     40.00,   1131.00,    400.00,   1087.00,    214.00,    485.00
1761122235.32,      0.00,     40.00,   1266.00,    393.00,    363.00,    177.00,    566.00
1761122235.39,    100.00,     40.00,   1550.00,    221.00,    279.00,    156.00,    364.00
1761122235.45,     55.00,     40.00,   1310.00,    494.00,    984.00,    127.00,    149.00
1761122235.52,      0.00,     40.00,   1292.00,    792.00,    554.00,    109.00,    130.00
1761122235.59,      0.00,     40.00,   1347.00,    747.00,    872.00,     85.00,     71.00
1761122235.66,      0.00,     40.00,   1315.00,    396.00,    784.00,     69.00,     62.00
1761122235.72,     99.00,     40.00,   1087.00,    318.00,    727.00,     73.00,     47.00
